lp,doc_id,title,date,grosse_anfrage,kleine_anfrage,cap_topic,cap_subtopic
16,16/13847,Aufbau und Funktion der ZMZ-Kommandos der Bundeswehr,2009-07-27,0,1,16,1600
16,16/13848,Finanzierung von Forschungsvorhaben und -einrichtungen in Hessen durch das Bundesministerium der Verteidigung,2009-07-27,0,1,16,1698
16,16/13854,Geplanter Autobahnneubau A52 im Essener Norden,2009-07-29,0,1,10,1002
16,16/13856,Zur Indigenenpolitik der Bundesregierung,2009-07-30,0,1,19,1925
16,16/13857,Lebensmittelimitate,2009-07-31,0,1,4,403
16,16/13859,Daten zum Verkehr in Deutschland und in den einzelnen Bundeslaendern,2009-07-31,0,1,10,1099
16,16/13858,Praktische Handhabung des Verbraucherinformationsgesetzes,2009-07-31,0,1,15,1525
16,16/13867,Grenzueberschreitende Fahrten mit ueberlangen LKws,2009-08-03,0,1,10,1002
16,16/13872,Aktivitaeten der Bundesregierung zum Schutz der biologischen Vielfalt auf nationaler und internationaler Ebene,2009-08-06,0,1,19,1902
16,16/13881,Ergaenzende Informationen zur Asylstatistik fuer das zweite Quartal 2009,2009-08-07,0,1,2,230
16,16/13880,Voraussetzungen fuer die Impfung gegen den H1N1-Virus in der Bundesrepublik Deutschland,2009-08-07,0,1,3,331
16,16/13878,Umweltpolitische Wirksamkeit der Abwrackpraemie,2009-08-07,0,1,7,700
16,16/13879,Foerderung der Nachruestung von Dieselfahrzeugen mit Partikelminderungssystemen - Nachfrage zu Bundestagsdrucksache 16/12918 -,2009-08-07,0,1,7,705
16,16/13884,Bevorratung und Versorgungssicherheit bei Erdgas,2009-08-07,0,1,8,803
16,16/13882,Nachmeldungen PMK-rechts fuer das erste Halbjahr 2009,2009-08-07,0,1,12,1299
16,16/13885,Rechtssicherheit und Konsequenzen aus dem Verzicht des Bundesministeriums der Verteidigung auf die militaerische Nutzung des Bombodroms in der Kyritz-Ruppiner Heide,2009-08-07,0,1,16,1611
16,16/13883,Fortschritt und Stillstand beim Ausbau des Breitband-Netzes in der Amtszeit der Grossen Koalition,2009-08-07,0,1,17,1706
16,16/13886,"ueberwachung von Mitgliedern des Deutschen Bundestages sowie der Fraktion DIE LINKE durch den Verfassungsschutz (dritte Nachfrage zu Bundestagsdrucksachen 16/1590, 16/3964 und 16/4502)",2009-08-07,0,1,20,2011
16,16/13888,Investitionen der Laender und Kommunen im Konjunkturpaket II,2009-08-12,0,1,20,2001
16,16/13893,Umsetzung des neuen Fahrgastrechtegesetzes,2009-08-13,0,1,15,1525
16,16/13899,Zusammenarbeit des Bundesministeriums fuer Wirtschaft und Technologie mit der Grosskanzlei Linklaters,2009-08-14,0,1,20,2007
16,16/13901,Bundesstiftung fuer Projekte gegen Rechtsextremismus,2009-08-18,0,1,2,209
16,16/13905,Auswirkungen der neuen Sprachanforderungen beim Ehegattennachzug - Bilanz zum 30. Juni 2009,2009-08-18,0,1,2,230
16,16/13910,Schlechte Erfolgsquoten und unzumutbare Arbeitsbedingungen in Integrationskursen,2009-08-18,0,1,2,230
16,16/13904,Situation der stationaeren Versorgung in bundesdeutschen Krankenhaeusern,2009-08-18,0,1,3,322
16,16/13907,Stand der Jugendarbeitslosigkeit in der Krise - Ursachen und soziale Absicherung,2009-08-18,0,1,5,506
16,16/13902,"Grabpflege des Angehoerigen der Wehrmacht-Spezialeinheit ""Brandenburg"" Manfred Oberdoerffer in Kabul durch die ISAF",2009-08-18,0,1,16,1609
16,16/13903,"Die Aktivitaeten der FDP-nahen ""Friedrich-Naumann-Stiftung fuer die Freiheit"" in Honduras",2009-08-18,0,1,20,2002
16,16/13906,"Entwurf fuer ein ""Gesetz zur Ergaenzung des Kreditwesengesetzes""",2009-08-18,0,1,20,2002
16,16/13913,Sonderzahlung Hypo Real Estate AG,2009-08-19,0,1,15,1520
16,16/13917,Zukunft der gesetzlichen Altfallregelung,2009-08-20,0,1,2,230
16,16/13919,Auslaenderfeindliche und rechtsextremistische Ausschreitungen in der Bundesrepublik Deutschland im Juli 2009,2009-08-20,0,1,2,201
16,16/13918,Einsatz von Pestiziden auf Strecken der Deutschen Bahn,2009-08-20,0,1,7,704
16,16/13932,Industriepolitisches Konzept des Bundesministers fuer Wirtschaft und Technologie,2009-08-24,0,1,1,108
16,16/13931,Umsetzung des Soysal-Urteils des Europaeischen Gerichtshofs - zweite Nachfrage (zu den Bundestagsdrucksachen 16/12743 und 16/13327),2009-08-24,0,1,2,230
16,16/13933,Stand der Umsetzung des Zivilschutzaenderungsgesetzes und des Ausstattungskonzeptes,2009-08-24,0,1,12,1223
16,16/13934,Ursachen und Hintergruende der Betriebseinschraenkungen bei der Berliner S-Bahn - Sicherheit im Eisenbahnverkehr,2009-08-24,0,1,20,2014
16,16/13935,Abendveranstaltung im Bundeskanzleramt,2009-08-24,0,1,20,2002
16,16/13938,Neue Influenza A/H1N1 (Schweinegrippe),2009-08-25,0,1,3,331
16,16/13946,Flugsicherheit,2009-08-26,0,1,10,1003
16,16/13971,Entscheidungshistorie der Atommuell-Einlagerung ins Endlager Morsleben in den 1990er Jahren,2009-08-31,0,1,7,704
16,16/14008,Schritte zur Umsetzung der UN-Behindertenrechtskonvention II,2009-09-07,0,1,2,205
16,16/14009,"Bilanz der gesetzlichen ""Altfallregelung"" zum 30. Juni bzw. zum 31. August 2009",2009-09-07,0,1,2,230
16,16/13999,EU-Lebensmittelinformationsverordnung,2009-09-07,0,1,4,403
16,16/13998,"Situation im Lager ""Camp Ashraf"" und Politik der Bundesregierung",2009-09-07,0,1,19,1920
16,16/14026,Gesamtkosten des Bundeswehreinsatzes zum G8-Gipfel 2007 in Heiligendamm,2009-09-08,0,1,16,1600
16,16/14025,Mitarbeit von Privaten an Gesetzentwuerfen und Arbeitsfaehigkeit der Bundesministerien,2009-09-08,0,1,20,2000
16,16/14036,Barrierefreie Bahnhoefe in Baden-Wuerttemberg,2009-09-10,0,1,2,205
16,16/14037,Barrierefreie Bahnhoefe in Bayern,2009-09-10,0,1,2,205
16,16/14039,Barrierefreie Bahnhoefe in Brandenburg,2009-09-10,0,1,2,205
16,16/14040,Barrierefreie Bahnhoefe in Bremen,2009-09-10,0,1,2,205
16,16/14041,Barrierefreie Bahnhoefe in Hamburg,2009-09-10,0,1,2,205
16,16/14042,Barrierefreie Bahnhoefe in Hessen,2009-09-10,0,1,2,205
16,16/14043,Barrierefreie Bahnhoefe in Mecklenburg-Vorpommern,2009-09-10,0,1,2,205
16,16/14044,Barrierefreie Bahnhoefe in Niedersachsen,2009-09-10,0,1,2,205
16,16/14045,Barrierefreie Bahnhoefe in Nordrhein-Westfalen,2009-09-10,0,1,2,205
16,16/14046,Barrierefreie Bahnhoefe in Rheinland-Pfalz,2009-09-10,0,1,2,205
16,16/14047,Barrierefreie Bahnhoefe im Saarland,2009-09-10,0,1,2,205
16,16/14048,Barrierefreie Bahnhoefe in Sachsen,2009-09-10,0,1,2,205
16,16/14049,Barrierefreie Bahnhoefe in Sachsen-Anhalt,2009-09-10,0,1,2,205
16,16/14050,Barrierefreie Bahnhoefe in Schleswig-Holstein,2009-09-10,0,1,2,205
16,16/14051,Barrierefreie Bahnhoefe in Thueringen,2009-09-10,0,1,2,205
16,16/14033,Aktuelle Entwicklungen und neue Erkenntnisse zur Ampelkennzeichnung,2009-09-10,0,1,4,403
16,16/14034,Rolle des Bundesversicherungsamtes bei der Einlagensicherheit der Vermoegensanlagen von Sozialversicherungstraegern,2009-09-10,0,1,15,1505
16,16/14035,Werbemassnahmen der Bundeswehr in Medien,2009-09-10,0,1,16,1600
16,16/14038,Barrierefreie Bahnhoefe in Berlin,2009-09-10,0,1,20,2014
16,16/14054,Umgang der Kommunen mit Grabsteinen aus ausbeuterischer Kinderarbeit,2009-09-14,0,1,18,1807
16,16/14055,Katastrophale Lage der Homosexuellen im Irak,2009-09-14,0,1,19,1925
16,16/14056,Humanitaere Situation in Sri Lanka,2009-09-14,0,1,19,1925
16,16/14057,Zur aktuellen Lage in Afghanistan,2009-09-14,0,1,19,1919
16,16/14059,Privatisierung von Waldflaechen durch die Bundesanstalt fuer Immobilienaufgaben,2009-09-15,0,1,20,2008
16,16/14062,Auswirkung der FRONTEX-Leitlinien auf den Fluechtlingsschutz,2009-09-16,0,1,12,1201
16,16/14069,Auslaenderfeindliche und rechtsextremistische Ausschreitungen in der Bundesrepublik Deutschland im August 2009,2009-09-21,0,1,2,201
16,16/14071,oelfoerderung in den Nationalparken Wattenmeer,2009-09-22,0,1,7,710
16,16/14072,Ehrenmal der Bundeswehr,2009-09-22,0,1,16,1609
16,16/14084,Abschiebungen in das Kosovo,2009-09-24,0,1,2,230
16,16/14082,Bisphenol A im Trinkwasser,2009-09-24,0,1,7,701
16,16/14083,Tabun-Giftgasgranaten vor Helgoland,2009-09-24,0,1,16,1614
16,16/14085,Deutsch-Chinesischer Rechtsstaatsdialog,2009-09-24,0,1,19,1919
16,16/14119,Konsequenzen aus dem Bundesverfassungsgerichtsbeschluss zu Asyl-ueberstellungen nach Griechenland,2009-10-05,0,1,2,230
16,16/14120,Bilanz des Datenaustausches mit den Unterzeichnerstaaten des Pruem-Vertrages und Stand der Umsetzung des EU-Ratsbeschlusses 2008/615/JI zur Vertiefung der grenzueberschreitenden Polizeizusammenarbeit,2009-10-05,0,1,12,1210
16,16/14128,Rechtliche Auseinandersetzungen zum Ausschluss von Grundsicherungsbeziehenden bei der Abwrackpraemie,2009-10-09,0,1,13,1302
16,16/14130,"Rueckbau der Wiederaufarbeitungsanlage Karlsruhe - Abfaelle, Sicherheit und Kosten",2009-10-12,0,1,8,801
16,16/14134,Polizei- und Zollkontrollen von Reisenden tschechischer Nationalitaet,2009-10-13,0,1,12,1201
17,17/10,Auslaenderfeindliche und rechtsextremistische Straftaten in der Bundesrepublik Deutschland im September 2009,2009-11-05,0,1,2,201
17,17/11,Rechtsextreme Aufmaersche im dritten Quartal 2009,2009-11-05,0,1,2,209
17,17/12,Musikveranstaltungen der extremen Rechten im dritten Quartal 2009,2009-11-05,0,1,2,209
17,17/13,Antisemitsche Straftaten im dritten Quartal 2009,2009-11-05,0,1,2,201
17,17/14,Ergaenzende Informationen zur Asylstatistik fuer das dritte Quartal 2009,2009-11-05,0,1,2,230
17,17/18,Datenmissbrauch bei der Bundesagentur fuer Arbeit,2009-11-10,0,1,2,208
17,17/25,Reaktion der Bundesregierung auf die Werftenkrise,2009-11-12,0,1,10,1007
17,17/26,Polizei- und Zolleinsaetze im Ausland (Stand drittes Quartal 2009),2009-11-12,0,1,12,1201
17,17/24,Stattgefundene und geplante Amtshilfe- und Unterstuetzungsleistungen der Bundeswehr im Inland (Stand drittes Quartal 2009),2009-11-12,0,1,16,1600
17,17/32,Ehrung ehemaliger Wehrmachtssoldaten am Ehrenmal der Bundeswehr,2009-11-12,0,1,16,1609
17,17/27,Gewaesserprivatisierung,2009-11-12,0,1,20,2008
17,17/30,Zur Nutzen-Kosten-Berechnung der Verkehrsprojekte Bundesautobahn 14 und 39,2009-11-13,0,1,10,1002
17,17/31,Spielzeugsicherheit,2009-11-13,0,1,15,1525
17,17/51,Umweltpolitische Ziele der Bundesregierung,2009-11-23,0,1,7,700
17,17/67,Abschiebungen in den Kosovo,2009-11-24,0,1,2,230
17,17/72,Bundesregierung setzt Asyl-Rueckueberstellungen nach Griechenland trotz Entscheidungen des Bundesverfassungsgerichts,2009-11-24,0,1,2,230
17,17/73,Auswirkungen der neuen Sprachanforderungen beim Ehegattennachzug - Bilanz zum 30. September 2009,2009-11-24,0,1,2,230
17,17/64,Wandel des Arbeitsmarktes in der Krise,2009-11-24,0,1,5,500
17,17/62,Sanktionen fuer Sozialgeldbeziehende nach ae 32 des Zweiten Buches Sozialgesetzbuch,2009-11-24,0,1,13,1302
17,17/66,Leistungsabsenkungen auf Grund einer Sanktion nach ae 31 des Zweiten Buches Sozialgesetzbuch bei Aufnahme einer Beschaeftigung,2009-11-24,0,1,13,1302
17,17/63,Stand der Verhandlungen zum Internationalen Anti-Piraterie-Abkommen (Anti Counterfeiting Trade Agreement - ACTA),2009-11-24,0,1,15,1522
17,17/65,Massnahmen zur Minderung der gesundheitlichen Belastung von Verbraucherinnen und Verbrauchern durch Quecksilber in Energiesparlampen,2009-11-24,0,1,15,1525
17,17/81,Systematische ueberwachung des Postverkehrs aus der DDR in die BRD durch bundesdeutsche Sicherheitsbehoerden,2009-11-25,0,1,2,208
17,17/80,Auslaenderfeindliche und rechtsextremistische Straftaten in der Bundesrepublik Deutschland im Oktober 2009,2009-11-25,0,1,2,201
17,17/78,Bau der Y-Trasse,2009-11-25,0,1,10,1005
17,17/86,Projekt Nr. 22: Muenchen - Muehldorf - Freilassing - Grenze Deutschland / oesterreich,2009-11-25,0,1,10,1005
17,17/79,uebung eines bewaffneten Inlandseinsatzes der Bundeswehr unter Einbindung der ZMZ-Strukturen,2009-11-25,0,1,16,1600
17,17/82,Transparenz und Aufklaerung ueber deutsche Ruestungsexporte,2009-11-25,0,1,16,1606
17,17/94,Verbesserung der ambulanten Versorgung psychisch kranker Kinder und Jugendlicher durch eine Mindestquote - Umsetzung des Gesetzes zur Weiterentwicklung der Organisationsstrukturen in der GKV durch den Gemeinsamen Bundesausschuss,2009-11-27,0,1,3,333
17,17/87,Ausgestaltung eines nationalen Stipendienprogramms des Bundes und der Laender unter Beteiligung der Wirtschaft,2009-11-27,0,1,6,607
17,17/89,Atommuelllager Asse - Falschdeklarationen und Altabfaelle,2009-11-27,0,1,7,704
17,17/91,Atommuelllager Asse - Rechtsberatung und Informationspolitik,2009-11-27,0,1,7,704
17,17/95,Die Rolle von Fluessigerdgas (Liquid Natural Gas - LNG) fuer die Versorgungssicherheit Deutschlands,2009-11-27,0,1,8,803
17,17/96,Uranhexafluorid - sichere Lagerung von und sachgemaesser Umgang zur Vermeidung von Umweltrisiken,2009-11-27,0,1,8,801
17,17/92,"Umsetzung und Fortschreibung des Nationalen Aktionsplans ""Schutz von Kindern und Jugendlichen vor sexueller Gewalt und Ausbeutung""",2009-11-27,0,1,12,1207
17,17/93,Verkuerzung des Zivildienstes,2009-11-27,0,1,16,1608
17,17/103,Unzureichende Vorbereitungen des Europaeischen Auswaertigen Dienstes,2009-11-27,0,1,19,1929
17,17/90,Schaffung eines Naturwalderbes auf fuenf Prozent der bundesdeutschen Waldflaeche,2009-11-27,0,1,21,2103
17,17/145,Novellierung des Personenbefoerderungsgesetzes,2009-12-01,0,1,10,1001
17,17/152,Nutzung der Gelder fuer aktive Arbeitsmarktpolitik im Jahr 2009,2009-12-02,0,1,5,500
17,17/153,Aussetzung bzw. Nichtanwendung des Zugangserschwerungsgesetzes,2009-12-02,0,1,12,1207
17,17/144,Sanktionen aufgrund der Weigerung der Unterzeichnung einer Eingliederungsvereinbarung nach ae 31 des Zweiten Buches Sozialgesetzbuch,2009-12-02,0,1,13,1302
17,17/146,Zusaetzliche private Absicherung des Erwerbsminderungsrisikos,2009-12-02,0,1,13,1303
17,17/151,Ermittlung der Hoehe der Regelleistung im Zweiten Buch Sozialgesetzbuch,2009-12-02,0,1,13,1302
17,17/162,Neuausrichtung der bisherigen Bundesprogramme gegen Rechtsextremismus,2009-12-04,0,1,2,209
17,17/164,Auswirkung der FRONTEX-Leitlinien auf den Fluechtlingsschutz,2009-12-04,0,1,2,230
17,17/163,Verpflichtendes Register zur Veroeffentlichung von klinischen Studien,2009-12-04,0,1,3,398
17,17/165,Export von lebenden Schlachttieren,2009-12-04,0,1,4,400
17,17/166,"Stand der Umsetzung der Europaeischen Wasserrahmenrichtlinie - Bewirtschaftungsplaene, Massnahmenplaene und die Arbeit der Flussgebietsgemeinschaften",2009-12-04,0,1,7,700
17,17/167,Geplante Atomtransporte zum Zwischenlager Ahaus und Zwischenlagerung radioaktiver Abfaelle des Versuchsreaktors AVR Juelich,2009-12-04,0,1,8,801
17,17/168,Aufklaerung zur nicht erfolgten Entsendung von AWACS-Luftaufklaerern der NATO nach Afghanistan,2009-12-04,0,1,16,1602
17,17/169,"Beschaeftigungssituation aelterer, ihre wirtschaftliche und soziale Lage und die Rente ab 67",2009-12-07,1,0,1,100
17,17/170,Belastungsmoratorium bei der Lkw-Maut,2009-12-07,0,1,10,1002
17,17/171,Planungsstand und Haushaltsmittel des Rhein-Ruhr-Express,2009-12-07,0,1,10,1005
17,17/172,Finanzierung der Verkehrsinfrastruktur des Bundes,2009-12-07,0,1,10,1000
17,17/177,Vereinbarkeit des haushaltspolitischen Fahrens auf Sicht mit den Maastrichtkriterien sowie den Massgaben zur Schuldenbremse,2009-12-08,0,1,1,105
17,17/174,"Zusatzbeitraege der gesetzlichen Krankenkassen sowie deren Auswirkungen auf Personen mit geringem Einkommen sowie Personen, die Arbeitslosengeld II beziehen",2009-12-08,0,1,3,302
17,17/175,Vertragsvereinbarung des Bundes und der Laender mit GlaxoSmithKline ueber die Bereitstellung von Pandemie-Impfstoffen,2009-12-08,0,1,20,2007
17,17/176,"Erhebung, Speicherung und Weitergabe von Informationen ueber Bundestagsabgeordnete durch Geheimdienste - Nachfragen zu Antworten der Bundesregierung auf entsprechende Kleine Anfragen der Fraktion BueNDNIS 90/DIE GRueNEN aus der letzten Wahlperiode",2009-12-08,0,1,20,2011
17,17/183,Zur Weiterentwicklung und Evaluierung der Umsetzung des Bologna-Prozesses in Deutschland,2009-12-09,0,1,6,601
17,17/185,Schwaechung der Wirtschaft durch Riester-Sparen,2009-12-09,0,1,13,1303
17,17/187,Geplante aenderungen des Kinderzuschlags,2009-12-09,0,1,13,1308
17,17/184,Zukuenftige Nutzung des Bombodroms in der Kyritz-Ruppiner Heide und zu erwartende Kosten,2009-12-09,0,1,16,1611
17,17/290,Verlaengerung der Altfallregelung durch die Konferenz der Innenminister und -senatoren,2009-12-15,0,1,2,230
17,17/292,"Fluechtlingsschutz fuer Deserteure, die sich Befehlen zu rechtswidrigen Handlungen entziehen",2009-12-15,0,1,2,230
17,17/293,Nutzen-fuer-alle-Konzept umsetzen,2009-12-15,0,1,2,205
17,17/296,Einfuehrung einer unsozialen Kopfpraemie in der gesetzlichen Krankenversicherung,2009-12-15,0,1,3,302
17,17/289,Vereinfachung der Punktesystematik des Verkehrszentralregisters in Flensburg,2009-12-15,0,1,10,1002
17,17/294,Erprobung von sogenannten Gigalinern im Rahmen eines bundesweiten Feldversuchs,2009-12-15,0,1,10,1002
17,17/295,Entwicklung der berufsstaendischen Versorgungswerke,2009-12-15,0,1,13,1303
17,17/291,Foederalismusreform - Aufhebung des Kooperationsverbotes in der Bildungspolitik,2009-12-15,0,1,20,2001
17,17/297,Informationsfreiheit als Zukunftsaufgabe,2009-12-16,0,1,2,208
17,17/305,Verbreitung und Kontrolle von Schadinsekten mit und ohne Agro-Gentechnik,2009-12-17,0,1,4,400
17,17/304,Einrichtung einer Deutschen Digitalen Bibliothek,2009-12-17,0,1,6,607
17,17/306,"Zukunft der Braunkohlesanierung in den Laendern Brandenburg, Sachsen, Sachsen-Anhalt und Thueringen ab dem Jahr 2013",2009-12-17,0,1,8,805
17,17/308,Atomkraftwerk Biblis B - Hinweise auf Sicherheitsmaengel im Notkuehlsystem,2009-12-17,0,1,8,801
17,17/303,EU-Plaene zur Bekaempfung von Zahlungsverzug,2009-12-17,0,1,20,2007
17,17/307,Vereinbarte Renditezahlungen im Lkw-Mautbetreibervertrag mit Toll Collect,2009-12-17,0,1,20,2007
17,17/319,Gebuehrenerhebung fuer die Bearbeitung und Erteilung von Aufenthaltserlaubnissen bei tuerkischen Staatsangehoerigen,2009-12-18,0,1,2,230
17,17/322,Auslaenderfeindliche und rechtsextremistische Straftaten in der Bundesrepublik Deutschland im November 2009,2009-12-18,0,1,2,201
17,17/327,Umgang mit Asylsuchenden und Fluechtlingen aus Sri Lanka,2009-12-18,0,1,2,230
17,17/328,"Widerspruechliche Informationen zur Impfung gegen die Neue Grippe (sog. Schweinegrippe), deren Gefaehrdungsrisiko und Kosten",2009-12-18,0,1,3,331
17,17/343,Arbeitsbedingungen in der Zeitarbeitsbranche,2009-12-18,0,1,5,505
17,17/335,Vorhaben der Bundesregierung zum Schutz der biologischen Vielfalt,2009-12-18,0,1,7,709
17,17/342,Atommuelllager Asse - Mittelverwendung des ehemaligen Betreibers,2009-12-18,0,1,7,704
17,17/356,Energieeffizienz im Gebaeudebereich und bei den Kommunen - Mittelabfluss bei den KfW-Gebaeudeprogrammen und dem Investitionspakt 2008,2009-12-18,0,1,8,807
17,17/330,Verantwortung des Bundes fuer den Schienenpersonenfernverkehr,2009-12-18,0,1,10,1005
17,17/332,S-Bahn Nuernberg-Forchheim,2009-12-18,0,1,10,1001
17,17/333,Strassenschaeden und Sanierungsmassnahmen an der Bundesstrasse 6 in Sachsen-Anhalt,2009-12-18,0,1,10,1002
17,17/334,Weserquerung im Zuge der A 281 noerdlich von Bremen als F-Modell,2009-12-18,0,1,10,1002
17,17/336,Neu- und Ausbaustrecke Nuernberg - Erfurt,2009-12-18,0,1,10,1005
17,17/337,Betrieb von und Zugang zu Bahninfrastruktur,2009-12-18,0,1,10,1005
17,17/338,Auflieger in deutschen Gewaessern,2009-12-18,0,1,10,1007
17,17/344,Tunnelloesung der A 39 im Bereich Lueneburg-Moorfeld,2009-12-18,0,1,10,1002
17,17/346,Vergleich der Verkehrsinfrastrukturinvestitionen in neue und alte Bundeslaender,2009-12-18,0,1,10,1000
17,17/348,ueberarbeitung der Bedarfsplaene fuer Bundesverkehrswege,2009-12-18,0,1,10,1000
17,17/320,Umsetzungsversaeumnisse beim Schulobstprogramm,2009-12-18,0,1,13,1301
17,17/345,Umsetzung der Leistungsform Persoenliches Budget,2009-12-18,0,1,13,1304
17,17/340,Investitionsbedarf in die staedtebauliche Infrastruktur und den Stadtumbau,2009-12-18,0,1,14,1403
17,17/321,Krebserregende Stoffe in Kinderspielzeugen,2009-12-18,0,1,15,1525
17,17/325,Massnahmen zur Verhinderung exzessiver Bonuszahlungen in der Finanzbranche,2009-12-18,0,1,15,1520
17,17/329,Innovationspolitische Vorhaben der Bundesregierung,2009-12-18,0,1,15,1500
17,17/326,Bewaffnete Gruppen in Afghanistan,2009-12-18,0,1,16,1602
17,17/347,Entlastung der vom Fluglaerm betroffenen Anrainergemeinden des NATO-Flugplatz Geilenkirchen-Teveren,2009-12-18,0,1,16,1614
17,17/318,Der Kolonialkonflikt um die Westsahara und anhaltende Menschenrechtsverletzungen,2009-12-18,0,1,19,1911
17,17/323,EU-Terrorlisten und Aussenwirtschaftsgesetz,2009-12-18,0,1,19,1927
17,17/341,Wiederaufbauhilfe der Bundesregierung fuer die vom Tsunami 2004 betroffenen Tourismusregionen in Suedostasien,2009-12-18,0,1,19,1901
17,17/324,Nicht erledigte Poststuecke bei den Jobcentern,2009-12-18,0,1,20,2002
17,17/339,Verkehrsinfrastrukturfinanzierungsgesellschaft,2009-12-18,0,1,20,2007
17,17/331,Turnusmaessige ueberpruefung des UNESCO-Biosphaerenreservats Rhoen,2009-12-18,0,1,21,2101
17,17/354,Bundesautobahn 17 Dresden-Prag,2009-12-21,0,1,10,1002
17,17/377,Vertragsverletzungsverfahren gegen Deutschland wegen mangelhafter Umsetzung der EU-Antidiskriminierungsrichtlinien,2009-12-23,0,1,2,200
17,17/378,Stand der Neubauplanung der Bundesstrasse 190n,2009-12-23,0,1,10,1002
17,17/400,Klage von Vattenfall gegen Deutschland,2010-01-06,0,1,20,2015
17,17/420,Aktueller Stand des Verkehrsprojektes Deutsche Einheit Nummer 17,2010-01-11,0,1,10,1007
17,17/419,Verkuerzung des Zivildienstes (Nachfrage zu Bundestagsdrucksache 17/352),2010-01-11,0,1,16,1608
17,17/425,Pumpkosten im Stein- und Braunkohlebergbau,2010-01-12,0,1,8,805
17,17/424,Ausbau der Bundeswasserstrasse Donau zwischen Straubing und Vilshofen,2010-01-12,0,1,10,1007
17,17/430,Zur Praxis und zum Rechtssystem gruppenbezogener Aufenthalts- bzw. Abschiebungsregelungen,2010-01-13,0,1,2,230
17,17/434,Musikveranstaltungen der extremen Rechten im vierten Quartal 2009,2010-01-13,0,1,2,209
17,17/435,Rechtsextreme Aufmaersche im vierten Quartal 2009,2010-01-13,0,1,2,209
17,17/431,Kinder-und Jugendreisen fuer alle,2010-01-13,0,1,6,603
17,17/433,Einsatz der Bundeswehr bei der Muenchner Sicherheitskonferenz 2010 und Verwendung von Bundesmitteln,2010-01-13,0,1,12,1211
17,17/432,Deutsche Polizei-Ausbildungshilfe in Afghanistan,2010-01-13,0,1,16,1602
17,17/457,Zahlen in der Bundesrepublik Deutschland lebender Fluechtlinge zum Stand 31.Dezember 2009,2010-01-19,0,1,2,230
17,17/458,Todesopfer unter Fluechtlingen in die Bundesrepublik Deutschland und die Europaeische Union im Jahr 2009,2010-01-19,0,1,2,230
17,17/459,Abschiebungen im Jahr 2009,2010-01-19,0,1,2,230
17,17/455,Einschaetzungen und Vorhaben der Bundesregierung zur Bildungsfinanzierung,2010-01-19,0,1,6,600
17,17/456,Studie zu Gewalt gegen Polizisten von den Innenministern und -senatoren der Laender sowie dem Bundesminister des Innern abgelehnt,2010-01-19,0,1,12,1209
17,17/467,Kostensteigerung beim Fusionsreaktor ITER,2010-01-20,0,1,8,898
17,17/468,Wirtschaftlichkeitsuntersuchung der Hinterlandanbindung einer Festen Fehmarnbeltquerung,2010-01-20,0,1,10,1005
17,17/499,Gestaltung des von der Koalition geplanten steuerfinanzierten Sozialausgleichs fuer Krankenversicherungsbeitraege und dessen soziale Auswirkungen,2010-01-22,0,1,3,302
17,17/501,Die Alterssicherungsstrategie der Bundesregierung nach der Bestandsaufnahme der Riester-Renten,2010-01-22,0,1,13,1303
17,17/502,Militaeraufmaersche in der oeffentlichkeit und Reklameeinsaetze der Bundeswehr im Jahr 2010,2010-01-22,0,1,16,1600
17,17/505,Rueckfuehrungen in das Kosovo,2010-01-22,0,1,19,1908
17,17/515,Auslaenderfeindliche und rechtsextremistische Straftaten in der Bundesrepublik Deutschland im Dezember 2009,2010-01-25,0,1,2,201
17,17/516,Antisemitische Straftaten im vierten Quartal 2009,2010-01-25,0,1,2,201
17,17/569,Umsetzung der Dienstleistungsrichtlinie in Deutschland,2010-01-25,0,1,15,1500
17,17/514,Funktuerme als technische Baudenkmaeler,2010-01-25,0,1,21,2101
17,17/513,Abarbeitungsstand der Konjunkturprogramme und des Mautmehreinnahmenprogramms im Bereich Verkehr,2010-01-26,0,1,10,1000
17,17/706,Zukunftsfaehige Mobilitaet,2010-01-26,0,1,10,1000
17,17/568,Zu den theoretischen und empirischen Grundlagen des Wachstumsbeschleunigungsgesetzes und der gemaess Koalitionsvertrag beabsichtigten Steuerreform,2010-01-27,1,0,1,100
17,17/576,Ergaenzende Informationen zur Asylstatistik fuer das Jahr 2009,2010-01-27,0,1,2,230
17,17/580,Tatsaechliche Mitgliederzahl des Bundes der Vertriebenen,2010-01-27,0,1,2,230
17,17/566,"Evaluierung des Instruments der ""Bildungspraemie"" und moegliche Konsequenzen daraus",2010-01-27,0,1,5,502
17,17/567,Evaluation des ae 43 Absatz 2 des Berufsbildungsgesetzes,2010-01-27,0,1,6,604
17,17/573,Sicherung einer besseren und transparenteren Hochschulzulassung fuer Studieninteressierte,2010-01-27,0,1,6,601
17,17/565,Wettbewerbsbedingungen des Schienenverkehrs in Deutschland,2010-01-27,0,1,10,1005
17,17/575,Die Bundespolizei und Korruptionsverdacht bei der Passbeschaffung durch Auslaenderbehoerden,2010-01-27,0,1,12,1209
17,17/564,Stand und Zukunft des qualitativen und quantitativen Ausbaus der Kinderbetreuung,2010-01-27,0,1,13,1308
17,17/578,Geldpolitik und Regulation der Finanzbranche,2010-01-27,0,1,15,1500
